,tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls,fulldescriptions,linktowatch
33,tt8064418,Assassin 33 A.D.,Assassin 33 A.D.,2020,Sci-Fi,109,USA,English,Jim Carroll,Jim Carroll,"While doing research , a group of young geniuses accidentally stumble upon a secret terrorist plot to create a time machine to go back in time and change history.",3.6,956,"https://m.media-amazon.com/images/M/MV5BZTVlYWNiNDMtMzM2Yi00N2U3LWFiMDItNTUwZTA0YmFjNTIzXkEyXkFqcGdeQXVyMTMxNzQ3MTA@._V1_UX182_CR0,0,182,268_AL_.jpg","    Extremists use a time machine to go back and commit the ultimate jihad of killing Jesus and the Disciples before the resurrection. The young geniuses that created time travel must go back in time, dodge the assassins, interact with Biblical characters and make the corrections before the time line overrides itself and starts the apocalypse.",NA
34,tt8804580,Attack of the Unknown,Attack of the Unknown,2020,"Action, Horror, Sci-Fi",103,USA,English,Brandon Slagle,"Brandon Slagle, Michael Mahal",A SWAT team transporting a vicious crime syndicate boss must fight their way out of a county detention center during a catastrophic alien invasion.,3.9,553,"https://m.media-amazon.com/images/M/MV5BODdlNjQ5ZGEtOTFjOS00NWI3LWFjYWEtY2Y1MjFiZTAxZDgyXkEyXkFqcGdeQXVyNTI4MTg4Mw@@._V1_UY268_CR0,0,182,268_AL_.jpg","    Throughout history there have been cases of entire cities disappearing overnight, but no one really knows why. It's happened throughout the world, as recently as one-hundred years ago in the United States, and it's also going to happen tonight. LOS ANGELES: a SWAT team transporting a high profile inmate find themselves trapped inside a county detention center as the world burns around them. They have no communication with the outside world, no radios, no television, and no working vehicles. Together they must put aside their differences and band together to escape the mysterious alien forces that are tracking them.",https://tubitv.com/
35,tt8784956,Ava,Ava,2020,"Action, Crime, Drama",96,USA,English,Tate Taylor,Matthew Newton,"Ava is a deadly assassin who works for a black ops organization, traveling the globe specializing in high profile hits. When a job goes dangerously wrong she is forced to fight for her own survival.",5.3,7195,"https://m.media-amazon.com/images/M/MV5BMTMzMTg1MjgtOWNhYy00NmZmLWExOTctMjA2OTZhZDFkNDhhXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_UX182_CR0,0,182,268_AL_.jpg","    Lethally beautiful and incredibly efficient in her dangerous line of work, Ava, a taciturn lone wolf and cold-blooded assassin, is starting to develop a conscience. Having beaten her alcohol and substance dependence with the help of Duke, her grizzled mentor of death and father figure, more and more, unstable Ava lets guilt get in the way of closing her ""deals"", attracting unwanted attention by breaking protocol. As a result, after a botched attempt to liquidate a high-profile target, Ava reunites with her estranged family after eight long years of absence, unaware that she has just signed her death warrant. Now, as Ava tries to settle old scores and reconnect with her loved ones, every killer in the business is after her. Can Ava rely on Duke to have her back?",https://www.netflix.com/watch/81034865?source=imdb
36,tt6143798,Axcellerator,Axcellerator,2020,"Action, Sci-Fi",91,USA,,David Giancola,"Mike Ford, David Giancola","When a young car thief stumbles on the invention of the century (and the various government agencies that want to kill him), he and a sassy checkout clerk named Kate have the adventure of a lifetime.",5.1,1097,"https://m.media-amazon.com/images/M/MV5BMWY3YThiZjctOGY4ZS00NzA1LTliZTUtNWEyMTVlODNhZmQ2XkEyXkFqcGdeQXVyMTgzOTE5MTY@._V1_UY268_CR14,0,182,268_AL_.jpg","    When a young car thief stumbles on the invention of the century (and the various government agencies that want to kill him), he and a sassy checkout clerk named Kate have the adventure of a lifetime.",NA
37,tt1502397,Bad Boys for Life,Bad Boys for Life,2020,"Action, Comedy, Crime",124,"USA, Mexico","English, Spanish","Adil El Arbi, Bilall Fallah","Peter Craig, Joe Carnahan",Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.,6.6,111557,"https://m.media-amazon.com/images/M/MV5BMWU0MGYwZWQtMzcwYS00NWVhLTlkZTAtYWVjOTYwZTBhZTBiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Marcus and Mike have to confront new issues (career changes and midlife crises), as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.2ab7d9fd-c622-18cc-a0d3-26c475906f99?tag=imdbtag_tt_wbr_pvc_starzSub-20
38,tt8488518,Bad Therapy,Bad Therapy,2020,"Comedy, Drama, Romance",97,USA,English,William Teitler,"Nancy Doyne, Nancy Doyne","A couple seeks out Judy Small, a marriage counselor; but the counselor is more than what meets the eye.",4.2,410,"https://m.media-amazon.com/images/M/MV5BY2UyYzNlYWEtZTE0MS00NjQ5LThhMTctYTliNjBjNGVjYzg3XkEyXkFqcGdeQXVyMjUxMTgwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg","    A couple seeks out Judy Small, a marriage counselor; but the counselor is more than what meets the eye.",http://www.hulu.com/watch/1000131068?d=Amazon
39,tt8134980,Battlefield 2025,Battlefield 2025,2020,Sci-Fi,84,USA,English,Joseph Mbah,"Robert Conway, Joseph Mbah","Weekend campers, an escaped convict, young lovers and a police officer experience a night of terror when a hostile visitor from another world descends on a small Arizona town.",2.1,132,"https://m.media-amazon.com/images/M/MV5BMDdlODgyZTktZjJiNi00MTlkLWJjMGEtOTQ3ZDA1YzlhZDc0XkEyXkFqcGdeQXVyMzM1MzIwOA@@._V1_UY268_CR1,0,182,268_AL_.jpg","    Weekend campers, an escaped convict, young lovers and a police officer experience a night of terror when a hostile visitor from another world descends on a small Arizona town.",NA
40,tt10314450,Becky,Becky,2020,"Action, Drama, Horror",93,USA,English,"Jonathan Milott, Cary Murnion","Nick Morris, Ruckus Skye",A teenager's weekend at a lake house with her father takes a turn for the worse when a group of convicts wreaks havoc on their lives.,5.7,6959,"https://m.media-amazon.com/images/M/MV5BYTlhYThkYjItZDdmYi00ZGRhLTg1OTAtMDRhZTM5ZWI5NGZiXkEyXkFqcGdeQXVyMjA0MDk5Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",    A teenager's weekend at a lake house with her father takes a turn for the worse when a group of convicts wreaks havoc on their lives.,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.3cb91782-e73b-70bc-2a91-997346238b66?tag=imdbtag_tt_wbr_pvc_showtimeSub-20
41,tt2573372,Becoming,Becoming,2020,"Drama, Horror, Sci-Fi",98,USA,English,Omar Naim,Omar Naim,A young woman learns her fiance has become possessed by an entity.,4.6,650,"https://m.media-amazon.com/images/M/MV5BYjIzZDBhOWQtZDE0YS00YjIxLWE4YjktZTczN2FhYTdiOWFmXkEyXkFqcGdeQXVyMTQ3NjQxMjY@._V1_UX182_CR0,0,182,268_AL_.jpg","    Becoming is a supernatural thriller about Alex (Toby Kebbell) and Lisa (Penelope Mitchell), a couple newly engaged and deeply in love. While on a road trip, they encounter an ancient evil force that chooses Alex as its new host and begins to slowly take over his mind and body, gradually transforming him into someone terrifying and violent. The changes are small at first. His handwriting. His body language. As Alex struggles with the horror of losing his identity, Lisa notices the shifts in the man she thought she loved. Is he falling out of love with her, or is it something far, far worse? Lisa tracks down Kevin (Jason Patric), a damaged survivor of the entity who has dedicated his life to defeating it. Together, they must outwit an indestructible malevolence that doesn't want to destroy Alex, it wants to be him.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.26b8366b-9d91-6e8e-9b4c-edf1fbf0081a?tag=imdbtag_tt_wbr_pvs_piv-20
42,tt7335796,Behind You,Behind You,2020,Horror,86,USA,English,"Andrew Mecham, Matthew Whedon","Andrew Mecham, Matthew Whedon","Two young sisters find that all the mirrors in their estranged aunt's house are covered or hidden. When one of them happens upon a mirror in the basement, she unknowingly releases a malicious demon.",4.2,870,"https://m.media-amazon.com/images/M/MV5BYjdiYTEwZTgtYmVkNi00MzViLTgyYWItNjUwNjE2MGU4OWI5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX182_CR0,0,182,268_AL_.jpg","    Two young sisters find that all the mirrors in their estranged aunt's house are covered or hidden. When one of them happens upon a mirror in the basement, she unknowingly releases a malicious demon.",http://www.hulu.com/watch/1000112118?d=Amazon
43,tt8506500,Betta Fish,Betta Fish,2020,Drama,76,USA,English,Bill Cooper,Joshua Ungaretti,"Danny Bishop is a gambling prodigy. After exiling himself to prison, he returns to his brothers home only to find himself back in the game because of a large debt for his protection in ...",2.7,104,"https://m.media-amazon.com/images/M/MV5BMGEwNDEyNDctYTQzNS00YmIzLWJhMWYtN2MwNjkxOGJkMDRkXkEyXkFqcGdeQXVyMTMyOTc0MjU@._V1_UY268_CR4,0,182,268_AL_.jpg","    Danny Bishop is a gambling prodigy. After exiling himself to prison, he returns to his brothers home only to find himself back in the game because of a large debt for his protection in prison. He cons a group of high stakes gamblers, including his vicious rival, Alex, to a tournament. The story is a delicate balance between the tension of the game and the strained relationship with his brother.",NA
44,tt1086064,Bill & Ted Face the Music,Bill & Ted Face the Music,2020,"Adventure, Comedy, Music",91,"USA, Canada, Italy",English,Dean Parisot,"Chris Matheson, Ed Solomon","Once told they'd save the universe during a time-traveling adventure, 2 would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song and fulfill their destiny.",6.4,9992,"https://m.media-amazon.com/images/M/MV5BOTRiNzFhNjAtNTdhMS00ZjViLWFhNTUtMWJlMTJkMGM1YzM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Once told they'd save the universe during a time-traveling adventure, 2 would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song and fulfill their destiny.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.0cb9f23c-8db0-ab4b-123b-22711f9ea6d0?tag=imdbtag_tt_wbr_pvc_epix-20
45,tt7713068,Birds of Prey e la fantasmagorica rinascita di Harley Quinn,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,2020,"Action, Adventure, Crime",109,USA,"English, Chinese",Cathy Yan,"Christina Hodson, Paul Dini","After splitting with the Joker, Harley Quinn joins superheroes Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord.",6.1,137373,"https://m.media-amazon.com/images/M/MV5BMzQ3NTQxMjItODBjYi00YzUzLWE1NzQtZTBlY2Y2NjZlNzkyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    A twisted tale told by Harley Quinn herself, when Gotham's most nefariously narcissistic villain, Roman Sionis, and his zealous right-hand, Zsasz, put a target on a young girl named Cass, the city is turned upside down looking for her. Harley, Huntress, Black Canary and Renee Montoya's paths collide, and the unlikely foursome have no choice but to team up to take Roman down.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.64b80b81-3e39-33c2-3f9d-fdc549037230?tag=imdbtag_tt_wbr_pvc_hbo-20
46,tt9601220,Black Bear,Black Bear,2020,Drama,104,USA,English,Lawrence Michael Levine,Lawrence Michael Levine,"A filmmaker at a creative impasse seeks solace from her tumultuous past at a rural retreat, only to find that the woods summon her inner demons in intense and surprising ways.",7.3,125,"https://m.media-amazon.com/images/M/MV5BYTE0ZGVkNzctNTE1Ny00NGM2LWIzYzUtMDQ1YzAyYmQyYTE3XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_UY268_CR2,0,182,268_AL_.jpg","    At a remote lake house in the Adirondack Mountains, a couple entertains an out-of-town guest looking for inspiration in her filmmaking. The group quickly falls into a calculated game of desire, manipulation, and jealousy, unaware of how dangerously convoluted their lives will soon become in the filmmaker's pursuit of a work of art, which blurs the boundaries between autobiography and invention.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.9ebae1d7-a1c3-1785-7302-6e0c617e402c?tag=imdbtag_tt_wbr_pvt_aiv-20
47,tt12607910,Black Is King,Black Is King,2020,"Adventure, Drama, Fantasy",85,USA,English,"Emmanuel Adjei, Ibra Ake","Beyoncé, Yrsa Daley-Ward",Visual album from Beyoncé inspired by 'The Lion King'.,5.4,6990,"https://m.media-amazon.com/images/M/MV5BYWNkOWU1MDUtNzMzMy00NTAwLWExZTAtZjJlZjg0YWNiZjE3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",    Visual album from Beyoncé inspired by 'The Lion King'.,NA
48,tt7978672,Black Water: Abyss,Black Water: Abyss,2020,"Action, Drama, Horror",98,"Australia, USA",English,Andrew Traucki,"John Ridley, Sarah Smith",Five friends exploring a remote cave system in Northern Australia find themselves threatened by a hungry crocodile.,4.5,1845,"https://m.media-amazon.com/images/M/MV5BZmQ5OGQ0NjQtNWJmZi00YjgxLTg5NTAtMjc5OTNjZjc0ZTlkXkEyXkFqcGdeQXVyODY5NzkyMjA@._V1_UX182_CR0,0,182,268_AL_.jpg",    Five friends exploring a remote cave system in Northern Australia find themselves threatened by a hungry crocodile.,https://www.plex.tv
49,tt1634106,Bloodshot,Bloodshot,2020,"Action, Drama, Sci-Fi",109,USA,"English, Persian",Dave Wilson,"Jeff Wadlow, Eric Heisserer","Ray Garrison, a slain soldier, is re-animated with superpowers.",5.7,49627,"https://m.media-amazon.com/images/M/MV5BYjA5YjA2YjUtMGRlNi00ZTU4LThhZmMtNDc0OTg4ZWExZjI3XkEyXkFqcGdeQXVyNjUyNjI3NzU@._V1_UY268_CR16,0,182,268_AL_.jpg","    Ray Garrison, an elite soldier who was killed in battle, is brought back to life by an advanced technology that gives him the ability of super human strength and fast healing. With his new abilities, he goes after the man who killed his wife, or at least, who he believes killed his wife. He soon comes to learn that not everything he learns can be trusted. The true question is: Can he even trust himself?",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.bab85fd0-e281-3d1d-e8e6-7f58da0b57cf?tag=imdbtag_tt_wbr_pvc_starzSub-20
50,tt7263182,Bob Rubin: Oddities and Rarities,Bob Rubin: Oddities and Rarities,2020,Comedy,52,USA,English,Jeff Santo,Bob Rubin,"Netflix stand up special featuring astonishingly surreal comedian, Bob Rubin. ""The Rube"" (as his fans like to call him) brings the audience on a wild ride not soon forgotten and doesn't ...",4.4,141,"https://m.media-amazon.com/images/M/MV5BZjJjNjMzNmQtZGU3Zi00MGIzLTg1OTAtZGZlNGQzYzRjNWQ1XkEyXkFqcGdeQXVyMzA3MTk5MzM@._V1_UY268_CR4,0,182,268_AL_.jpg","    Netflix stand up special featuring astonishingly surreal comedian, Bob Rubin. ""The Rube"" (as his fans like to call him) brings the audience on a wild ride not soon forgotten and doesn't just take the stage, he attacks it. This special is for those craving something different. Something really, really different.",NA
51,tt8179024,Body Cam,Body Cam,2020,"Horror, Mystery, Thriller",96,USA,English,Malik Vitthal,"Nicholas McCarthy, Richmond Riedel","When a routine traffic stop results in the unexplained, grisly death of her colleague, a cop (Mary J. Blige) realizes footage of the incident will play for her eyes only. As the attacks mount, she races to understand the supernatural force behind them.",5.2,1773,"https://m.media-amazon.com/images/M/MV5BYTczZWNmZDItYTFjMi00Y2ViLTkxM2UtMDkxYTAxOWE0YTNjXkEyXkFqcGdeQXVyMDk5Mzc5MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    When a routine traffic stop results in the unexplained, grisly death of her colleague, a cop (Mary J. Blige) realizes footage of the incident will play for her eyes only. As the attacks mount, she races to understand the supernatural force behind them.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.06b90922-7162-9f31-b8ef-3dcdfeab3c85?tag=imdbtag_tt_wbr_pvs_piv-20
52,tt11343320,Body of Night,Body of Night,2020,"Drama, Thriller",73,USA,,"Nicole D'Angelo, Gregory Hatanaka","Gregory Hatanaka, Geno McGahee",A woman explores the dark side of online dating when she meets a mysterious man who engages her in a series of increasingly dangerous tests of her ability.,7.1,948,"https://m.media-amazon.com/images/M/MV5BN2MzNjAwZjItOWY1Mi00NDAyLWJhYmEtNDdmYmE3NDg2NTA1XkEyXkFqcGdeQXVyMjM2OTAxNg@@._V1_UY268_CR9,0,182,268_AL_.jpg",    A woman explores the dark side of online dating when she meets a mysterious man who engages her in a series of increasingly dangerous tests of her ability.,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.ceb8de73-afbc-d9aa-d3d3-b42ee023229f?tag=imdbtag_tt_wbr_pvs_piv-20
53,tt9173418,The Boy - La maledizione di Brahms,Brahms: The Boy II,2020,"Drama, Horror, Mystery",86,"USA, China, Canada, Australia",English,William Brent Bell,"Stacey Menear, Stacey Menear","After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",4.6,8755,"https://m.media-amazon.com/images/M/MV5BZjFmY2IwZmEtNTE4Mi00YzNmLTgzZTgtZjg1NzBhMGZjNGYzXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX182_CR0,0,182,268_AL_.jpg","    The story is about a family moves to a house in a countryside after a son (Jude) and mother (Liza) both traumatised from an unexpected burglary. Jude finds a dirty, dusty porcelain doll and calls it Brahms. Everything then change in a sinister way because of the doll.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.0abab936-be2b-2edd-5319-f2c7ea53055e?tag=imdbtag_tt_wbr_pvc_showtimeSub-20
54,tt9112712,Breaking Fast,Breaking Fast,2020,"Comedy, Drama",92,USA,"English, Arabic",Mike Mosallam,Mike Mosallam,"Mo, a practicing Muslim living in West Hollywood, is learning to navigate life post heartbreak. Enter Kal, an All-American guy who surprises Mo by offering to break fast with him during the holy month of Ramadan.",7.7,112,"https://m.media-amazon.com/images/M/MV5BY2IyYWM3ODctMjA1Ny00ZTBlLWIwNGEtN2VjYzg1NjMxYjZhXkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_UX182_CR0,0,182,268_AL_.jpg","    Mo, a practicing Muslim living in West Hollywood, is learning to navigate life post heartbreak. Enter Kal, an All-American guy who surprises Mo by offering to break fast with him during the holy month of Ramadan.",http://www.hulu.com/watch/1000187057?d=Amazon
55,tt8997712,Broil,Broil,2020,"Fantasy, Horror, Thriller",90,USA,English,Edward Drake,"Edward Drake, Piper Mars",Broil follows a dysfunctional family of demons vying to control the future of their wealth.,5.3,382,"https://m.media-amazon.com/images/M/MV5BYjhlNTExZmUtMjVkMy00MTAyLWFkOTQtM2M5YTNmYjNiMjhjXkEyXkFqcGdeQXVyMjI2OTQwODU@._V1_UX182_CR0,0,182,268_AL_.jpg","    A listless grand-daughter, Chance Sinclair (Avery Konrad), is sentenced to live with her draconian grand-father, August (Timothy V. Murphy) after a violent incident at school and begins to question the source of her families immense wealth and power. When Chance's scheming Mom, June (Annette Reilly), hires a troubled chef, Sydney (Johnathan Lipnicki), to poison August, the family's monstrous secrets are revealed over the course of one bloody night. Every soul is up for grabs as The Sinclair Family Games Night gets underway and Chance learns that being apart of this family is a blood-in, blood-out proposition.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.78ba7e48-9dbf-2857-79e1-3dcc2d2b1260?tag=imdbtag_tt_wbr_pvt_aiv-20
56,tt9887580,Bulletproof 2,Bulletproof 2,2020,"Action, Comedy",97,USA,English,Don Michael Paul,"Don Michael Paul, Rich Wilkes","Set 25 years after, Jack is now working as a Special Agent with a mission to take down a powerful South African crime family. The officer begrudgingly goes undercover once again, this time taking the identity of Moses.",3.5,326,"https://m.media-amazon.com/images/M/MV5BZTRlMTNmZDktYjY1MC00YjQwLWJiMWQtMzNlOTVkMzVhZjhlXkEyXkFqcGdeQXVyODQ4NjA3Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Set 25 years after the events of the original Bulletproof, the movie recasts Wayans and Sandler's characters with Faizon Love (Friday) and Kirk Fox (Parks and Recreation). In the sequel, Jack (Faizon Love) is now working as a Special Agent with a mission to take down a powerful South African crime family. The officer begrudgingly goes undercover once again, this time taking the identity of Moses (Kirk Fox) - the man who shot him in the head a quarter-century ago who has close ties to the case. Of course, everything goes haywire when the real Moses gets unwittingly put in danger, and Jack and Moses must once again figure out how to stay alive while trying to foil the sinister plans of a high-profile criminal mastermind.",https://www.netflix.com/watch/81214114?source=imdb
57,tt3418854,Burning Dog,Burning Dog,2020,"Action, Comedy, Thriller",89,USA,English,Trey Batchelor,Trey Batchelor,"When a video game designer stumbles into a blackmail conspiracy, he clashes with contract killers, Russian mobsters, and compromised cops in a wild journey through the bizarro world of Los ...",3.9,124,"https://m.media-amazon.com/images/M/MV5BOTBiNzZjYmMtNGEyMy00NDhlLWFjNTctMGQ5NGFkZDU5OTI0XkEyXkFqcGdeQXVyMzg4MzE4Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg","    When a video game designer stumbles into a blackmail conspiracy, he clashes with contract killers, Russian mobsters, and compromised cops in a wild journey through the bizarro world of Los Angeles. Uniquely told through a first-person point of view, Burning Dog is a relentless suspense thriller that keeps you guessing until the very end.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.6eb869d8-e549-30e3-7215-441b17cc541d?tag=imdbtag_tt_wbr_pvt_aiv-20
58,tt10850450,Cabal,Cabal,2020,"Action, Horror, Thriller",89,USA,English,Rene Perez,"Barry Massoni, Rene Perez",A military assassin is hired to hunt down and eliminate a bloodthirsty serial killer who is committing murders in a forbidden forest.,2.1,124,"https://m.media-amazon.com/images/M/MV5BZWY5OWM4ZTEtNzM5OC00NzE3LTg1YjgtMGU2NDU1MGQ1YjgzXkEyXkFqcGdeQXVyMjA0MjI3MzQ@._V1_UY268_CR1,0,182,268_AL_.jpg","    Cabal is about a military assassin, code named Dragonfly, that is hired to hunt and eliminate a serial killer, Sallos, preying on innocent young girls. While on assignment he learns that there's a much more sinister danger than he had anticipated.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.36b82425-6641-55ae-2422-4fcd73e6823a?tag=imdbtag_tt_wbr_pvs_piv-20
59,tt11547496,Camp Blood 8: Revelations,Camp Blood 8: Revelations,2020,Horror,82,USA,English,Dennis Devine,Dennis Devine,"When a team of volleyball players get lost in the woods, they encounter a killer clown and his psychotic exhibitionist mother. Will he kill them all or will they find a way to defeat him?",2.2,114,"https://m.media-amazon.com/images/M/MV5BMWU1MzI3NzUtMGU2Ny00MGYxLThmZDctNzZiMTViMDUyYTc3XkEyXkFqcGdeQXVyMDE3MzYwNQ@@._V1_UY268_CR9,0,182,268_AL_.jpg","    When a team of volleyball players get lost in the woods, they encounter a killer clown and his psychotic exhibitionist mother. Will he kill them all or will they find a way to defeat him?",https://tubitv.com/
60,tt6199572,Capone,Capone,2020,"Biography, Crime, Drama",103,"Canada, USA","English, Polish",Josh Trank,Josh Trank,"The 47-year old Al Capone, after 10 years in prison, starts suffering from dementia and comes to be haunted by his violent past.",4.7,11640,"https://m.media-amazon.com/images/M/MV5BZTVmMDU3MjctMmUxNi00NzI3LWI1NGMtMmY5MjE0MGVlMzAwXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX182_CR0,0,182,268_AL_.jpg","    The film will talk about Al Capone after a long prison sentence. Deprived of his former power, sick with syphilis and having lost all his friends and allies, he recalls the grave criminal past and the brutal crimes committed by his orders in the streets of Chicago.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.d4b9efcd-f81d-158a-68e6-6697aa967a38?tag=imdbtag_tt_wbr_pvs_piv-20
61,tt10419672,Carrion,Carrion,2020,Horror,72,USA,English,Michael Zaiko Hall,"Oliver Caspersen, Michael Zaiko Hall","A young woman shows up on her cousin's doorstep after a ten year absence. As dark events from the past resurface, someone in the woods follows their every move.",2.8,145,"https://m.media-amazon.com/images/M/MV5BODgxYjBjZmItNjEzZi00OTQyLThjM2ItYWE1NzcwNDI1OTRkXkEyXkFqcGdeQXVyMTczOTM0NjA@._V1_UX182_CR0,0,182,268_AL_.jpg","    A young woman shows up on her cousin's doorstep after a ten year absence. As dark events from the past resurface, someone in the woods follows their every move.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.d8b879d0-b33d-2f28-2cd7-a8e7124ec4eb?tag=imdbtag_tt_wbr_pvs_piv-20
62,tt8945942,Centigrade,Centigrade,2020,"Drama, Thriller",98,USA,English,Brendan Walsh,"Daley Nixon, Daley Nixon",A married couple find themselves trapped in their frozen vehicle after a blizzard and struggle to survive amid plunging temperatures and unforeseen obstacles.,3.9,357,"https://m.media-amazon.com/images/M/MV5BODM2MDQ5MjktYTM1ZS00Y2M4LTg0MDAtZjFjZDM1MDQxZGRmXkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_UY268_CR7,0,182,268_AL_.jpg",    A married couple find themselves trapped in their frozen vehicle after a blizzard and struggle to survive amid plunging temperatures and unforeseen obstacles.,http://www.hulu.com/watch/1000138820?d=Amazon
63,tt5843876,I nostri cuori chimici,Chemical Hearts,2020,"Drama, Romance",93,USA,English,Richard Tanne,"Richard Tanne, Krystal Sutherland",A high school transfer student finds a new passion when she begins to work on the school's newspaper.,6.3,3096,"https://m.media-amazon.com/images/M/MV5BZGFkMDJkOWMtNGI4MS00ZTQ0LWJkMjktYTM2YTQ1MTA3NTRiXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Seventeen-year-old Henry Page (Austin Abrams) has never been in love. He fancies himself a romantic, but the kind of once-in-a-lifetime love he's been hoping for just hasn't happened yet. Then, on the first day of senior year, he meets transfer student Grace Town (Lili Reinhart) and it seems all that is about to change. When Grace and Henry are chosen to co-edit the school paper, he is immediately drawn to the mysterious newcomer. As he learns the heartbreaking secret that has changed her life, he finds himself falling in love with her - or at least the person he thinks she is.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.7eb9bf1e-8223-bed5-9043-c76e3ac659ed?tag=imdbtag_tt_wbr_pvs_piv-20
64,tt11127256,Choke,Choke,2020,"Horror, Thriller",73,USA,,Gregory Hatanaka,Gregory Hatanaka,"The lines between reality and fiction, and good and bad blur when both a nihilistic detective and a serial killer's affairs with a mysterious girl overlap.",5.7,2179,"https://m.media-amazon.com/images/M/MV5BNmI2ZDFmNTAtMWM5OS00NDVhLWEzNzgtN2E3ZmUxNzFmMDQ5XkEyXkFqcGdeQXVyMjM2OTAxNg@@._V1_UY268_CR9,0,182,268_AL_.jpg","    The lines between reality and fiction, and good and bad blur when both a nihilistic detective and a serial killer's affairs with a mysterious girl overlap.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.04b90ccd-0dc5-95dd-72ad-eec034c27c45?tag=imdbtag_tt_wbr_pvs_piv-20
65,tt8482492,City of Salt,City of Salt,2020,"Drama, Mystery",115,USA,,"Alicia Oberle Farmer, John D. Farmer",Alicia Oberle Farmer,"A community in Salt Lake City, Utah, is turned upside down when a popular high school girl disappears in the midst of her father's political campaign.",5.3,535,"https://m.media-amazon.com/images/M/MV5BNTFmNDhlMzQtODJiMy00ZTAxLWJjYmYtNTZiZjlmZDY3OWZkXkEyXkFqcGdeQXVyMjU3NTQ5NTM@._V1_UY268_CR0,0,182,268_AL_.jpg","    When a community in Salt Lake City UT is turned upside down from the disappearance of a high school girl named Theo in the midst of her father's political campaign, an exploration into the different accounts of what went on reveals a much deeper story. Theo's bloody belongings are discovered in the mountains next to a creek with a suicide note, but her body is nowhere to be found. It is up to Detective Stanley and Detective Hobbs to unravel the mystery, and it becomes apparent that Theo had come out as gay just weeks before she vanished. With each clue found, more questions arise, and the detectives begin to suspect that not everything is what it appears to be. What happens when a family unravels due to societal pressure and lack of communication and compassion? What happened to Theo Doran?",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.2ab9e4ce-c236-7147-0f78-a3a57f97955c?tag=imdbtag_tt_wbr_pvt_aiv-20
